BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO;TOTAAL AANTAL LEERLINGEN
35647;05AV;05AV00;Twents Carmel College;OLDENZAAL;0173;OLDENZAAL;Overijssel;1315;4;1319
35647;05AV;05AV01;Twents Carmel College;OLDENZAAL;0173;OLDENZAAL;Overijssel;1289;7;1296
35647;05AV;05AV02;Twents Carmel College;OLDENZAAL;0173;OLDENZAAL;Overijssel;1480;9;1489
35647;05AV;05AV03;Twents Carmel College;LOSSER;0168;LOSSER;Overijssel;564;0;564
35647;05AV;05AV04;Twents Carmel College;DENEKAMP;1774;DINKELLAND;Overijssel;291;0;291
35647;05AV;05AV05;Twents Carmel College;OLDENZAAL;0173;OLDENZAAL;Overijssel;179;0;179
35647;16VI;16VI00;RK SGM Canisius;ALMELO;0141;ALMELO;Overijssel;1060;4;1064
35647;16VI;16VI01;RK SGM Canisius;TUBBERGEN;0183;TUBBERGEN;Overijssel;682;0;682
35647;17VN;17VN01;Bonhoeffer College;ENSCHEDE;0153;ENSCHEDE;Overijssel;351;6;357
35647;17VN;17VN05;Bonhoeffer College;ENSCHEDE;0153;ENSCHEDE;Overijssel;1736;16;1752
35647;17VN;17VN06;Bonhoeffer College;ENSCHEDE;0153;ENSCHEDE;Overijssel;1238;1;1239
35647;17VN;17VN08;Bonhoeffer College;ENSCHEDE;0153;ENSCHEDE;Overijssel;214;0;214
35647;17VN;17VN09;Bonhoeffer College;ENSCHEDE;0153;ENSCHEDE;Overijssel;665;2;667
35647;19HG;19HG00;Sg. Carmel Hengelo;HENGELO OV;0164;HENGELO;Overijssel;1184;1;1185
35647;19HG;19HG02;Loc. Het Twickel College Borne;BORNE;0147;BORNE;Overijssel;366;0;366
35647;19HG;19HG04;Loc. Het Twickel Coll. Delden;DELDEN;1735;HOF VAN TWENTE;Overijssel;243;0;243
35647;19HG;19HG06;Locatie Avila College;HENGELO OV;0164;HENGELO;Overijssel;573;1;574
35647;19HG;19HG10;Locatie C.T. Stork College;HENGELO OV;0164;HENGELO;Overijssel;737;0;737
35647;19HG;19HG11;Loc. Lyceum de Grundel;HENGELO OV;0164;HENGELO;Overijssel;850;12;862
35647;19XH;19XH00;Het Hooghuis;OSS;0828;OSS;Noord-Brabant;1366;19;1385
35647;19XH;19XH01;Het Hooghuis locatie Stadion;OSS;0828;OSS;Noord-Brabant;661;2;663
35647;19XH;19XH03;Het Hooghuis locatie Heesch;HEESCH;1721;BERNHEZE;Noord-Brabant;462;1;463
35647;19XH;19XH04;Het Hooghuis locatie Zuid/West;OSS;0828;OSS;Noord-Brabant;789;0;789
35647;19XH;19XH05;Het Hooghuis locatie Zuid/West;OSS;0828;OSS;Noord-Brabant;447;0;447
35647;19XH;19XH07;Het Hooghuis loc. Den Bongerd;OSS;0828;OSS;Noord-Brabant;108;0;108
35647;19XH;19XH08;Het Hooghuis loc. De Singel;OSS;0828;OSS;Noord-Brabant;240;0;240
35647;19XH;19XH09;Het Hooghuis locatie Mondriaan;OSS;0828;OSS;Noord-Brabant;842;26;868
36883;00PG;00PG00;Wartburg College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;1585;15;1600
36883;00PG;00PG02;Wartburg College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;612;0;612
36883;00PG;00PG03;Wartburg College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;653;4;657
36883;00PG;00PG04;Wartburg College;DORDRECHT;0505;DORDRECHT;Zuid-Holland;744;0;744
36883;00PG;00PG08;Wartburg College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;47;0;47
36921;02FB;02FB00;CCNV;HARDERWIJK;0243;HARDERWIJK;Gelderland;1389;23;1412
37052;00PJ;00PJ00;Erasmuscollege;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1727;16;1743
40003;14WJ;14WJ00;Het Vlietland College;LEIDEN;0546;LEIDEN;Zuid-Holland;940;4;944
40060;22NE;22NE00;College De Heemlanden;HOUTEN;0321;HOUTEN;Utrecht;1553;18;1571
40060;30BE;30BE00;Houtens;HOUTEN;0321;HOUTEN;Utrecht;647;2;649
40065;00ZX;00ZX00;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;457;13;470
40065;00ZX;00ZX02;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;313;0;313
40065;00ZX;00ZX03;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;420;0;420
40065;00ZX;00ZX04;Dockingacollege;FERWERT;1970;NOARDEAST-FRYSLAN;Friesland;126;0;126
40065;00ZX;00ZX08;Dockingacollege;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;408;0;408
40075;04FR;04FR00;De Diken;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;119;0;119
40075;25CR;25CR00;csg Bogerman;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;1360;25;1385
40075;25CR;25CR03;Bogerman SGM;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;663;0;663
40075;25CR;25CR07;csg Bogerman Koudum;KOUDUM;1900;SUDWEST-FRYSLAN;Friesland;196;0;196
40075;25CR;25CR10;csg Bogerman Balk;BALK;1940;DE FRYSKE MARREN;Friesland;298;0;298
40075;25GB;25GB00;Marne College;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;1208;6;1214
40075;25GB;25GB02;Marne College;BOLSWARD;1900;SUDWEST-FRYSLAN;Friesland;136;0;136
40075;26MG;26MG00;De Praktijkschool;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;114;0;114
40078;25CM;25CM00;Chr SGM Liudger;DRACHTEN;0090;SMALLINGERLAND;Friesland;961;1;962
40078;25CM;25CM04;Chr SGM Liudger;DRACHTEN;0090;SMALLINGERLAND;Friesland;1191;16;1207
40078;25CM;25CM07;Chr SGM Liudger;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;514;3;517
40078;25CM;25CM08;Chr SGM Liudger;WASKEMEER;0085;OOSTSTELLINGWERF;Friesland;249;0;249
40078;25CM;25CM10;Chr SGM Liudger;DRACHTEN;0090;SMALLINGERLAND;Friesland;132;0;132
40078;25CM;25CM12;Chr SGM Liudger;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;122;0;122
40094;00RO;00RO00;Amadeus Lyceum;VLEUTEN;0344;UTRECHT;Utrecht;1823;8;1831
40094;01EK;01EK00;Kranenburg;UTRECHT;0344;UTRECHT;Utrecht;197;0;197
40094;01KF;01KF00;St Gregorius College;UTRECHT;0344;UTRECHT;Utrecht;908;15;923
40094;02UE;02UE00;SGM St Bonifatius Coll;UTRECHT;0344;UTRECHT;Utrecht;1471;21;1492
40094;03OY;03OY00;Niftarlake College;MAARSSEN;1904;STICHTSE VECHT;Utrecht;1652;17;1669
40094;07BM;07BM00;De Baanbreker;IJSSELSTEIN UT;0353;IJSSELSTEIN;Utrecht;154;0;154
40094;14OY;14OY00;Gerrit Rietveld College;UTRECHT;0344;UTRECHT;Utrecht;1337;4;1341
40094;16PA;16PA00;Chr Gymnasium;UTRECHT;0344;UTRECHT;Utrecht;974;0;974
40094;17GM;17GM00;Oosterlicht College;NIEUWEGEIN;0356;NIEUWEGEIN;Utrecht;1766;6;1772
40094;17GM;17GM02;Oosterlicht College;VIANEN UT;1961;VIJFHEERENLANDEN;Utrecht;698;0;698
40094;18AN;18AN00;Globe College;UTRECHT;0344;UTRECHT;Utrecht;473;3;476
40094;23VD;23VD00;Broeckland College;BREUKELEN UT;1904;STICHTSE VECHT;Utrecht;550;3;553
40125;02SY;02SY00;SGM Vwo Dorenweerd Coll;DOORWERTH;0274;RENKUM;Gelderland;1110;19;1129
40132;02VR;02VR00;Christelijk Lyceum Zeist;ZEIST;0355;ZEIST;Utrecht;1367;1;1368
40132;02VR;02VR02;loc, Christelijk lyceum zeist;ZEIST;0355;ZEIST;Utrecht;299;0;299
40132;02VR;02VR04;loc, Revius Lyceum Doorn;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;1557;2;1559
40132;02VR;02VR05;loc, Rev lyc wk bij duurstede;WIJK BIJ DUURSTEDE;0352;WIJK BIJ DUURSTEDE;Utrecht;751;1;752
40132;02VR;02VR07;loc, EOA school Overberg;OVERBERG;1581;UTRECHTSE HEUVELRUG;Utrecht;28;0;28
40132;02VR;02VR08;Christelijk Lyceum Zeist;ZEIST;0355;ZEIST;Utrecht;13;0;13
40132;26HY;26HY00;Seyster College;ZEIST;0355;ZEIST;Utrecht;85;0;85
40132;26HY;26HY02;Seyster College;ZEIST;0355;ZEIST;Utrecht;131;0;131
40143;01IW;01IW00;Dongemond College;RAAMSDONKSVEER;0779;GEERTRUIDENBERG;Noord-Brabant;1667;8;1675
40143;01IW;01IW03;Dongemond College;MADE;1719;DRIMMELEN;Noord-Brabant;563;0;563
40180;00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;0307;AMERSFOORT;Utrecht;1178;1;1179
40180;00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;0307;AMERSFOORT;Utrecht;731;7;738
40180;00ML;00ML05;'t Hooghe Landt;AMERSFOORT;0307;AMERSFOORT;Utrecht;858;3;861
40180;00ML;00ML09;Het Element;AMERSFOORT;0307;AMERSFOORT;Utrecht;412;0;412
40180;00ML;00ML12;'t Hooghe Landt;AMERSFOORT;0307;AMERSFOORT;Utrecht;714;2;716
40209;04IX;04IX00;Kalsbeek College;WOERDEN;0632;WOERDEN;Utrecht;1371;54;1425
40209;04IX;04IX01;Kalsbeek College;WOERDEN;0632;WOERDEN;Utrecht;1163;5;1168
40232;25KX;25KX00;Lorentz Casimir Lyceum;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1227;3;1230
40278;13VV;13VV00;Praktijkschool De Zwaaikom;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;188;0;188
40304;03XS;03XS00;Chr SGM Walcheren;MIDDELBURG;0687;MIDDELBURG;Zeeland;1430;5;1435
40304;03XS;03XS02;Chr SGM Walcheren;MIDDELBURG;0687;MIDDELBURG;Zeeland;348;0;348
40304;03XS;03XS03;Chr SGM Walcheren;VLISSINGEN;0718;VLISSINGEN;Zeeland;327;0;327
40304;03XS;03XS08;Chr SGM Walcheren;MIDDELBURG;0687;MIDDELBURG;Zeeland;89;0;89
40306;24RW;24RW00;O V C;ALMERE;0034;ALMERE;Flevoland;1728;7;1735
40306;24RW;24RW03;O V C locatie Buitenhout;ALMERE;0034;ALMERE;Flevoland;1011;1;1012
40306;24RW;24RW04;O V C locatie MLF;ALMERE;0034;ALMERE;Flevoland;607;1;608
40310;05FB;05FB00;Het Assink lyceum;HAAKSBERGEN;0158;HAAKSBERGEN;Overijssel;991;14;1005
40310;05FB;05FB01;Het Assink lyceum;EIBERGEN;1859;BERKELLAND;Gelderland;279;0;279
40310;05FB;05FB02;Het Assink lyceum;NEEDE;1859;BERKELLAND;Gelderland;249;0;249
40310;05FB;05FB07;Het Assink lyceum;HAAKSBERGEN;0158;HAAKSBERGEN;Overijssel;474;1;475
40310;05FB;05FB08;Het Assink lyceum;NEEDE;1859;BERKELLAND;Gelderland;506;3;509
40320;18XX;18XX00;Berechja College;URK;0184;URK;Flevoland;479;1;480
40323;00JT;00JT00;GSG Guido;AMERSFOORT;0307;AMERSFOORT;Utrecht;592;13;605
40323;00JT;00JT02;GSG Guido;AMERSFOORT;0307;AMERSFOORT;Utrecht;494;7;501
40323;00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;0202;ARNHEM;Gelderland;227;0;227
40323;00JT;00JT06;GSG Guido;AMERSFOORT;0307;AMERSFOORT;Utrecht;428;0;428
40334;14SF;14SF00;SGM De Goudse Waarden;GOUDA;0513;GOUDA;Zuid-Holland;665;3;668
40334;14SF;14SF01;SGM De Goudse Waarden;GOUDA;0513;GOUDA;Zuid-Holland;1207;15;1222
40334;30FF;30FF00;PROS De Goudse Waarden;GOUDA;0513;GOUDA;Zuid-Holland;89;0;89
40336;25CV;25CV00;Bornego College;HEERENVEEN;0074;HEERENVEEN;Friesland;765;19;784
40336;25CV;25CV01;Bornego College- Junior & Mavo;HEERENVEEN;0074;HEERENVEEN;Friesland;651;4;655
40336;25CV;25CV02;Bornego College vst Kei Coll.;HEERENVEEN;0074;HEERENVEEN;Friesland;204;0;204
40336;25CV;25CV03;Bornego College vst. Joure;JOURE;1940;DE FRYSKE MARREN;Friesland;276;0;276
40339;14NS;14NS00;Chr Sgm A.M.van Schurman;FRANEKER;1949;WAADHOEKE;Friesland;1074;4;1078
40348;02DO;02DO00;PC SGM Het Noordik;ALMELO;0141;ALMELO;Overijssel;1355;7;1362
40348;02DO;02DO01;PC SGM Het Noordik;ALMELO;0141;ALMELO;Overijssel;691;0;691
40348;02DO;02DO02;PC SGM Het Noordik;VRIEZENVEEN;1700;TWENTERAND;Overijssel;640;0;640
40348;02DO;02DO03;PC SGM Het Noordik;VROOMSHOOP;1700;TWENTERAND;Overijssel;590;0;590
40356;08VU;08VU00;Chr SGM Willem v Oranje;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;1256;16;1272
40356;08VU;08VU02;Chr SGM Willem v Oranje;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;462;0;462
40357;00YO;00YO00;Prot Chr Mavo Waldheim;BAARN;0308;BAARN;Utrecht;401;0;401
40357;01NZ;01NZ00;Griftland College;SOEST;0342;SOEST;Utrecht;1445;13;1458
40365;02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;0037;STADSKANAAL;Groningen;746;3;749
40365;02VJ;02VJ01;PC en RK SGM Ubbo Emmius;WINSCHOTEN;1895;OLDAMBT;Groningen;476;1;477
40365;02VJ;02VJ02;PC en RK SGM Ubbo Emmius;VEENDAM;0047;VEENDAM;Groningen;98;0;98
40365;02VJ;02VJ03;Ubbo Emmius Lyceum;STADSKANAAL;0037;STADSKANAAL;Groningen;407;0;407
40365;02VJ;02VJ06;PC en RK SGM Ubbo Emmius;ONSTWEDDE;0037;STADSKANAAL;Groningen;257;0;257
40365;02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;0037;STADSKANAAL;Groningen;371;0;371
40365;02VJ;02VJ08;PC en RK SGM Ubbo Emmius;STADSKANAAL;0037;STADSKANAAL;Groningen;298;0;298
40365;18UZ;18UZ00;PrO Stadskanaal;STADSKANAAL;0037;STADSKANAAL;Groningen;185;0;185
40375;00RZ;00RZ00;Montessori College;NIJMEGEN;0268;NIJMEGEN;Gelderland;1132;29;1161
40375;00RZ;00RZ01;Montessori College;GROESBEEK;1945;BERG EN DAL;Gelderland;258;0;258
40375;00RZ;00RZ07;Montessori College;NIJMEGEN;0268;NIJMEGEN;Gelderland;510;0;510
40377;20BC;20BC00;Oranje Nassau College;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1311;3;1314
40377;20BC;20BC01;Oranje Nassau College;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1215;3;1218
40501;21CS;21CS01;CITAVERDE College;HEGELSOM;1507;HORST AAN DE MAAS;Limburg;447;0;447
40501;21CS;21CS02;CITAVERDE College;ROERMOND;0957;ROERMOND;Limburg;501;0;501
40501;21CS;21CS03;CITAVERDE College;HEERLEN;0917;HEERLEN;Limburg;630;0;630
40501;21CS;21CS05;CITAVERDE College;NEDERWEERT;0946;NEDERWEERT;Limburg;244;4;248
40505;00TL;00TL00;Het Nieuwe Lyceum;BILTHOVEN;0310;DE BILT;Utrecht;1141;4;1145
40517;15IS;15IS00;Het Kwadrant Prakt Ond;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;170;0;170
40530;15BH;15BH00;Chr Sgm Groene Hart;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;466;0;466
40530;15BH;15BH01;Chr Sgm Groene Hart Lyceum;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;1371;14;1385
40530;15BH;15BH04;Groene Hart Rijnwoude;HAZERSWOUDE-DORP;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;368;0;368
40530;15BH;15BH05;Groene Hart Topmavo;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;695;7;702
40530;15BH;15BH07;Chr Sgm Groene Hart;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;222;0;222
40530;26LR;26LR00;Groene Hart Praktijkschool;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;198;0;198
40570;14RP;14RP00;CSG;GRONINGEN;0014;GRONINGEN;Groningen;900;0;900
40570;14RP;14RP01;CSG - locatie Augustinus;GRONINGEN;0014;GRONINGEN;Groningen;1253;55;1308
40570;14RP;14RP02;CSG - locatieKluiverboom;GRONINGEN;0014;GRONINGEN;Groningen;199;0;199
40570;14RP;14RP03;CSG - locatie Diamantlaan;GRONINGEN;0014;GRONINGEN;Groningen;396;0;396
40570;14RP;14RP04;CSG - locatie Winsum;WINSUM GN;1966;HET HOGELAND;Groningen;185;0;185
40570;14RP;14RP05;CSG - locatie Rehoboth;HOOGEZAND;1952;MIDDEN-GRONINGEN;Groningen;186;0;186
40586;17YS;17YS00;Esprit Scholen;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1035;2;1037
40586;17YS;17YS02;Esprit Scholengroep;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;251;15;266
40586;17YS;17YS03;Esprit Scholengroep;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1091;9;1100
40586;17YS;17YS04;Esprit Scholengroep;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;589;2;591
40586;17YS;17YS08;Esprit Scholengroep;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;720;8;728
40586;17YS;17YS18;Esprit Scholengroep;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;489;0;489
40586;17YS;17YS21;Esprit Scholen;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;311;0;311
40586;30GC;30GC00;Het 4e Gymnasium;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;813;3;816
40588;06HF;06HF00;Udens College;UDEN;0856;UDEN;Noord-Brabant;1531;16;1547
40588;06HF;06HF02;Udens College;UDEN;0856;UDEN;Noord-Brabant;1298;3;1301
40590;00UM;00UM00;Erfgooiers College;HUIZEN;0406;HUIZEN;Noord-Holland;1058;1;1059
40596;02XJ;02XJ00;Chr SGM Reggesteyn;NIJVERDAL;0163;HELLENDOORN;Overijssel;1056;5;1061
40596;02XJ;02XJ01;Chr SGM Reggesteijn;NIJVERDAL;0163;HELLENDOORN;Overijssel;431;0;431
40596;02XJ;02XJ02;Chr SGM Reggesteijn;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;1301;0;1301
40608;25GE;25GE00;CSG Het Streek;EDE GLD;0228;EDE;Gelderland;1484;16;1500
40608;25GE;25GE02;CSG Het Streek;EDE GLD;0228;EDE;Gelderland;824;0;824
40608;26HV;26HV00;School v PRO De Opstap;EDE GLD;0228;EDE;Gelderland;155;0;155
40619;23HH;23HH00;Praktijkonderwijs Roermond;ROERMOND;0957;ROERMOND;Limburg;192;0;192
40631;00TQ;00TQ00;SGM Mariëndael VBO LWOO;ARNHEM;0202;ARNHEM;Gelderland;50;0;50
40641;08LP;08LP00;Isendoorn College;WARNSVELD;0301;ZUTPHEN;Gelderland;1776;15;1791
40673;25EF;25EF01;Locatie vmbo Alkmaar;ALKMAAR;0361;ALKMAAR;Noord-Holland;355;0;355
40673;25EF;25EF02;Locatie vmbo Castricum;CASTRICUM;0383;CASTRICUM;Noord-Holland;1062;0;1062
40673;25EF;25EF03;Locatie vmbo Amsterdam;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;295;0;295
40673;25EF;25EF04;Locatie, vmbo Purmerend;PURMEREND;0439;PURMEREND;Noord-Holland;717;0;717
40673;25EF;25EF05;Locatie, vmbo Grootebroek;GROOTEBROEK;0532;STEDE BROEC;Noord-Holland;182;0;182
40673;25EF;25EF06;Locatie, vmbo Hoorn;HOORN NH;0405;HOORN;Noord-Holland;492;0;492
40673;25EF;25EF08;Locatie vmbo Heerhugowaard;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;305;0;305
40673;25EF;25EF09;Locatie, vmbo Schagen;SCHAGEN;0441;SCHAGEN;Noord-Holland;537;0;537
40676;00PS;00PS00;AT Scholen VO;HILVERSUM;0402;HILVERSUM;Noord-Holland;730;1;731
40676;00PS;00PS03;AT Scholen VO - Laar & Berg;LAREN NH;0417;LAREN;Noord-Holland;788;2;790
40676;00PS;00PS04;AT Scholen VO- Groot Goylant;HILVERSUM;0402;HILVERSUM;Noord-Holland;296;0;296
40676;00PS;00PS05;AT Scholen VO loc St. Aloysius;HILVERSUM;0402;HILVERSUM;Noord-Holland;578;0;578
40676;00PS;00PS06;AT Scholen VO- Alberdink Thijm;HILVERSUM;0402;HILVERSUM;Noord-Holland;154;0;154
40676;00PS;00PS08;AT Scholen VO;HILVERSUM;0402;HILVERSUM;Noord-Holland;1617;8;1625
40676;00PS;00PS10;AT Scholen VO;HILVERSUM;0402;HILVERSUM;Noord-Holland;77;0;77
40681;01GH;01GH00;Willem v Oranje College;WAALWIJK;0867;WAALWIJK;Noord-Brabant;1245;24;1269
40681;01GH;01GH01;Willem v Oranje College;WIJK EN AALBURG;1959;ALTENA;Noord-Brabant;598;2;600
40681;01GH;01GH04;Willem v Oranje College;WAALWIJK;0867;WAALWIJK;Noord-Brabant;109;0;109
40683;02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;1942;GOOISE MEREN;Noord-Holland;934;0;934
40683;02UB;02UB00;St Vituscollege;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1206;1;1207
40683;30JN;30JN00;Sint-Vitusmavo;NAARDEN;1942;GOOISE MEREN;Noord-Holland;373;0;373
40687;05NV;05NV00;Aeres PRO Emmeloord;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;159;0;159
40687;25GV;25GV01;Aeres VMBO Emmeloord;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;362;0;362
40687;25GV;25GV05;Aeres VMBO Ede;EDE GLD;0228;EDE;Gelderland;425;1;426
40687;25GV;25GV07;Aeres VMBO Lelystad;LELYSTAD;0995;LELYSTAD;Flevoland;480;0;480
40687;25GV;25GV08;Aeres VMBO Maartensdijk;MAARTENSDIJK;0310;DE BILT;Utrecht;343;0;343
40687;25GV;25GV09;Aeres VMBO Nijkerk;NIJKERK GLD;0267;NIJKERK;Gelderland;325;0;325
40687;25GV;25GV10;Aeres VMBO Velp;VELP GLD;0275;RHEDEN;Gelderland;434;0;434
40687;25GV;25GV11;Aeres MAVO Bilthoven;BILTHOVEN;0310;DE BILT;Utrecht;219;3;222
40687;27VD;27VD00;Aeres VMBO Almere;ALMERE;0034;ALMERE;Flevoland;857;0;857
40696;11AI;11AI00;Gooise Praktijkschool;HILVERSUM;0402;HILVERSUM;Noord-Holland;303;0;303
40696;14SM;14SM00;Gooise Scholenfederatie;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1282;8;1290
40696;14SM;14SM02;De Fontein;BUSSUM;1942;GOOISE MEREN;Noord-Holland;314;2;316
40696;14SM;14SM03;SG Huizermaat;HUIZEN;0406;HUIZEN;Noord-Holland;1285;2;1287
40696;14SM;14SM04;A. Roland Holst College;HILVERSUM;0402;HILVERSUM;Noord-Holland;882;8;890
40696;14SM;14SM05;College De Brink;LAREN NH;0417;LAREN;Noord-Holland;697;0;697
40696;14SM;14SM13;A. Roland Holst College;HILVERSUM;0402;HILVERSUM;Noord-Holland;557;4;561
40696;14SM;14SM14;ISK Het Gooi;LAREN NH;0417;LAREN;Noord-Holland;79;0;79
40696;24TG;24TG00;Gooise Scholen Federatie Weesp;WEESP;0457;WEESP;Noord-Holland;1361;1;1362
40696;24TG;24TG04;Casparus College;WEESP;0457;WEESP;Noord-Holland;240;0;240
40700;25GD;25GD00;Andreas College;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;605;0;605
40700;25GD;25GD01;Andreas College;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;1322;13;1335
40700;26HN;26HN00;Limes Praktijkonderwijs;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;239;0;239
40716;19QA;19QA00;Koningin Wilhelmina College;CULEMBORG;0216;CULEMBORG;Gelderland;1283;8;1291
40716;19QA;19QA04;Koningin Wilhelmina College;CULEMBORG;0216;CULEMBORG;Gelderland;404;0;404
40722;02UX;02UX00;Vechtdal College;HARDENBERG;0160;HARDENBERG;Overijssel;1731;19;1750
40722;02UX;02UX01;Vechtdal College;DEDEMSVAART;0160;HARDENBERG;Overijssel;429;0;429
40722;02UX;02UX06;Vechtdal College;OMMEN;0175;OMMEN;Overijssel;1453;0;1453
40776;01ET;01ET00;St. Ignatiusgymnasium;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;822;0;822
40776;02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1053;2;1055
40776;14SE;14SE00;St. Nicolaaslyceum;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1198;7;1205
40784;02EA;02EA00;Driestar College;GOUDA;0513;GOUDA;Zuid-Holland;2950;7;2957
40784;02EA;02EA02;Driestar College;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;516;0;516
40784;02EA;02EA03;Driestar College;LEIDEN;0546;LEIDEN;Zuid-Holland;419;0;419
40784;02EA;02EA05;Driestar College;GOUDA;0513;GOUDA;Zuid-Holland;72;0;72
40810;01AA;01AA57;Landstede;ZWOLLE;0193;ZWOLLE;Overijssel;829;16;845
40810;01AA;01AA59;Landstede;ZWOLLE;0193;ZWOLLE;Overijssel;315;5;320
40810;01AA;01AA60;Landstede;ZWOLLE;0193;ZWOLLE;Overijssel;82;0;82
40810;01AA;01AA61;Landstede;ZWOLLE;0193;ZWOLLE;Overijssel;537;9;546
40810;01AA;01AA62;Landstede;ZWOLLE;0193;ZWOLLE;Overijssel;73;0;73
40810;01AA;01AA68;ROCV vst Thomas a Kempis;ZWOLLE;0193;ZWOLLE;Overijssel;133;0;133
40842;01GN;01GN00;Valuascollege;VENLO;0983;VENLO;Limburg;2466;39;2505
40842;16XD;16XD00;College Den Hulster;VENLO;0983;VENLO;Limburg;1414;12;1426
40842;19HR;19HR00;Blariacumcollege;VENLO;0983;VENLO;Limburg;1900;4;1904
40851;05OP;05OP00;Praktijkschool De Bolster;GRONINGEN;0014;GRONINGEN;Groningen;253;0;253
40854;25MB;25MB00;Summa College;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;773;127;900
40854;25MB;25MB36;Summa College;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;187;0;187
40856;25MG;25MG00;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;1344;1;1345
40856;25MG;25MG01;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;50;0;50
40856;25MG;25MG02;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;766;0;766
40856;25MG;25MG03;Commanderij College;BEEK EN DONK;1659;LAARBEEK;Noord-Brabant;560;0;560
40857;01EO;01EO00;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;1492;14;1506
40857;01EO;01EO01;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;546;0;546
