BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO;TOTAAL AANTAL LEERLINGEN
13556;20QY;20QY00;Stedelijk Gymnasium;HAARLEM;0392;HAARLEM;Noord-Holland;854;1;855
13556;21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;808;1;809
13556;21AF;21AF00;Vossius Gymnasium;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;834;0;834
13563;16PI;16PI00;OPB SGM Winkler Prins;VEENDAM;0047;VEENDAM;Groningen;838;0;838
13563;16PI;16PI01;OPB SGM Winkler Prins;VEENDAM;0047;VEENDAM;Groningen;775;7;782
13563;16PI;16PI02;Opb SGM Winkler Prins;VEENDAM;0047;VEENDAM;Groningen;115;0;115
13563;16PI;16PI03;OPB SGM Winkler Prins;VEENDAM;0047;VEENDAM;Groningen;282;0;282
13586;04YE;04YE00;Opb SGM Singelland;DRACHTEN;0090;SMALLINGERLAND;Friesland;868;0;868
13586;04YE;04YE01;Opb SGM Singelland;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;311;0;311
13586;04YE;04YE02;Opb SGM Singelland;SURHUISTERVEEN;0059;ACHTKARSPELEN;Friesland;486;0;486
13586;04YE;04YE03;Opb SGM Singelland;DRACHTEN;0090;SMALLINGERLAND;Friesland;1343;11;1354
13586;04YE;04YE08;Opb SGM Singelland;DRACHTEN;0090;SMALLINGERLAND;Friesland;180;0;180
13586;04YE;04YE09;Opb SGM Singelland;DRACHTEN;0090;SMALLINGERLAND;Friesland;218;0;218
13586;04YE;04YE11;Opb SGM Singelland;BURGUM;0737;TYTSJERKSTERADIEL;Friesland;63;1;64
13603;20DL;20DL00;Opb SGM Piter Jelles;LEEUWARDEN;0080;LEEUWARDEN;Friesland;1051;21;1072
13603;20DL;20DL01;Locatie, !mpulse Kollum;KOLLUM;1970;NOARDEAST-FRYSLAN;Friesland;211;0;211
13603;20DL;20DL02;Locatie, Stedelijk Gymnasium;LEEUWARDEN;0080;LEEUWARDEN;Friesland;511;10;521
13603;20DL;20DL03;Locatie, YnSicht;LEEUWARDEN;0080;LEEUWARDEN;Friesland;482;0;482
13603;20DL;20DL04;Locatie, De Dijk;LEEUWARDEN;0080;LEEUWARDEN;Friesland;399;11;410
13603;20DL;20DL06;Locatie,Montessori High School;LEEUWARDEN;0080;LEEUWARDEN;Friesland;298;11;309
13603;20DL;20DL10;Locatie, !mpulse Leeuwarden;LEEUWARDEN;0080;LEEUWARDEN;Friesland;478;7;485
13603;20DL;20DL11;Locatie, De Foorakker;ST.-ANNAPAROCHIE;1949;WAADHOEKE;Friesland;188;0;188
13603;20DL;20DL12;Locatie, Dalton Dokkum;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;287;2;289
13603;20DL;20DL13;Locatie, De Brege;LEEUWARDEN;0080;LEEUWARDEN;Friesland;212;0;212
13603;20DL;20DL16;Locatie, ISK;LEEUWARDEN;0080;LEEUWARDEN;Friesland;64;0;64
13603;20DL;20DL21;Opb SGM Piter Jelles;LEEUWARDEN;0080;LEEUWARDEN;Friesland;58;0;58
13652;01XF;01XF00;Willem Blaeu;ALKMAAR;0361;ALKMAAR;Noord-Holland;920;17;937
13652;01XF;01XF01;Willem Blaeu - Van der Meij;ALKMAAR;0361;ALKMAAR;Noord-Holland;268;0;268
13652;08UV;08UV00;Focus;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;209;0;209
13652;16ST;16ST00;BSG;BERGEN NH;0373;BERGEN NH;Noord-Holland;981;17;998
13652;17DD;17DD00;rsg Wiringherlant;WIERINGERWERF;1911;HOLLANDS KROON;Noord-Holland;995;4;999
13652;19YT;19YT00;De Viaan;ALKMAAR;0361;ALKMAAR;Noord-Holland;222;0;222
13652;19ZQ;19ZQ00;Sted. Dalton College Alkmaar;ALKMAAR;0361;ALKMAAR;Noord-Holland;1158;4;1162
13652;19ZQ;19ZQ02;SDC Alkmaar - Van der Meij;ALKMAAR;0361;ALKMAAR;Noord-Holland;54;0;54
13652;19ZX;19ZX00;Huygens;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;864;7;871
13652;19ZX;19ZX01;Huygens College;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;248;0;248
13652;20AA;20AA00;Murmellius;ALKMAAR;0361;ALKMAAR;Noord-Holland;807;0;807
13678;14DC;14DC00;RSG Simon Vestdijk;HARLINGEN;0072;HARLINGEN;Friesland;1094;3;1097
13678;14DC;14DC02;RSG Simon Vestdijk;FRANEKER;1949;WAADHOEKE;Friesland;192;0;192
13683;16ZK;16ZK00;Hogeland College;WARFFUM;1966;HET HOGELAND;Groningen;684;9;693
13683;16ZK;16ZK01;Hogeland College;WEHE-DEN HOORN;1966;HET HOGELAND;Groningen;160;1;161
13683;16ZK;16ZK02;Hogeland College;UITHUIZEN;1966;HET HOGELAND;Groningen;404;3;407
13693;16YV;16YV00;Pantarijn SGM;WAGENINGEN;0289;WAGENINGEN;Gelderland;1567;13;1580
13693;16YV;16YV01;Pantarijn SGM;WAGENINGEN;0289;WAGENINGEN;Gelderland;427;0;427
13693;16YV;16YV02;Pantarijn SGM;RHENEN;0340;RHENEN;Utrecht;252;1;253
13693;16YV;16YV04;Pantarijn SGM;KESTEREN;1740;NEDER-BETUWE;Gelderland;271;0;271
13693;16YV;16YV10;Pantarijn SGM;WAGENINGEN;0289;WAGENINGEN;Gelderland;46;0;46
13709;19EW;19EW00;ORS Lek en Linge;CULEMBORG;0216;CULEMBORG;Gelderland;1024;0;1024
13709;19EW;19EW01;O.R.S. Lek en Linge;CULEMBORG;0216;CULEMBORG;Gelderland;563;0;563
13709;19EW;19EW03;O.R.S. Lek en Linge;CULEMBORG;0216;CULEMBORG;Gelderland;743;5;748
13709;19EW;19EW04;O.R.S. Lek en Linge;CULEMBORG;0216;CULEMBORG;Gelderland;481;0;481
13709;19EW;19EW05;de Lingeborgh;GELDERMALSEN;1960;WEST BETUWE;Gelderland;1150;0;1150
13737;06DT;06DT00;De Meander;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;88;0;88
13737;19IW;19IW00;RSG Wolfsbos;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;639;14;653
13737;19IW;19IW02;RSG Wolfsbos;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;305;0;305
13737;19IW;19IW04;RSG Wolfsbos;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;489;0;489
13737;19IW;19IW05;RSG Wolfsbos;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;145;0;145
13739;17CK;17CK00;RSG Slingerbos/Levant;HARDERWIJK;0243;HARDERWIJK;Gelderland;1705;35;1740
13739;17CK;17CK01;Reg Sgm 't Slingerbos;ZEEWOLDE;0050;ZEEWOLDE;Flevoland;546;0;546
13749;20DD;20DD00;Gem Gymnasium;HILVERSUM;0402;HILVERSUM;Noord-Holland;853;0;853
13749;20DD;20DD02;Gem Gymnasium;HILVERSUM;0402;HILVERSUM;Noord-Holland;199;0;199
20151;04IK;04IK00;Accent Praktijkonderwijs Centr;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;195;0;195
20151;07HF;07HF00;Accent PRO Delfshaven;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;233;0;233
20151;14QT;14QT00;Marnix Gymnasium;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;601;3;604
20151;16PK;16PK00;CSG Calvijn;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;1228;47;1275
20151;16PK;16PK05;CSG Calvijn loc. Zuidermavo;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;333;1;334
20151;16PK;16PK07;Calvijn Juliana;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;410;0;410
20151;16PK;16PK08;Calvijn Meerpaal;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;534;1;535
20151;16PK;16PK10;CSG Calvijn - Business School;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;313;9;322
20151;18CH;18CH00;Melanchthon;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;1019;9;1028
20151;18CH;18CH02;Melanchthon Wilgenplaslaan;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;382;0;382
20151;18CH;18CH03;Melanchthon Mavo Schiebroek;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;323;2;325
20151;18CH;18CH09;Melanchthon Kralingen;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;390;0;390
20151;18CH;18CH10;Melanchthon Mathenesse;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;352;1;353
20151;19GY;19GY00;Comenius College;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;1969;8;1977
20151;19GY;19GY04;Comenius College Krimpen;KRIMPEN AAN DEN IJSSEL;0542;KRIMPEN AAN DEN IJSSEL;Zuid-Holland;220;0;220
20151;19GY;19GY05;Comenius College Rotterdam;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;332;1;333
20151;19GY;19GY06;Comenius College Nieuwerkerk;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Zuid-Holland;455;0;455
20151;20AM;20AM00;Farelcollege;RIDDERKERK;0597;RIDDERKERK;Zuid-Holland;1578;5;1583
20151;20AM;20AM04;Farelcollege;RIDDERKERK;0597;RIDDERKERK;Zuid-Holland;83;0;83
20151;20FR;20FR00;PENTA college;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;628;4;632
20151;20FR;20FR02;PENTA Scala Rietvelden;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;911;40;951
20151;20FR;20FR04;PENTA Hoogvliet;HOOGVLIET ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;434;1;435
20151;20FR;20FR07;PENTA Godfried Richter;ROZENBURG ZH;0599;ROTTERDAM;Zuid-Holland;183;0;183
20151;20FR;20FR08;PENTA Bahûrim;BRIELLE;0501;BRIELLE;Zuid-Holland;327;0;327
20151;26HR;26HR00;Accent PRO Capelle;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;221;0;221
20151;28DF;28DF00;Accent PrO Hoogvliet;HOOGVLIET ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;203;0;203
20151;31CG;31CG00;Melanchthon;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;602;1;603
20151;31CG;31CG01;Melanchthon Business School;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;524;0;524
20151;31CG;31CG02;Melanchthon Bergschenhoek;BERGSCHENHOEK;1621;LANSINGERLAND;Zuid-Holland;1046;7;1053
20151;31CG;31CG03;Melanchthon Berkroden;BERKEL EN RODENRIJS;1621;LANSINGERLAND;Zuid-Holland;740;0;740
20151;31CH;31CH00;PENTA College;HELLEVOETSLUIS;0530;HELLEVOETSLUIS;Zuid-Holland;1214;8;1222
20151;31CH;31CH01;PENTA College;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;885;0;885
20151;31EX;31EX00;CSG Calvijn Groene Hart;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;1531;10;1541
20151;31EX;31EX01;CSG Calvijn Focus Barendrecht;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;421;0;421
20187;03FO;03FO00;CVO 't Gooi;HILVERSUM;0402;HILVERSUM;Noord-Holland;1532;13;1545
20187;03FO;03FO01;PC Voortgezet Ond Groep;HILVERSUM;0402;HILVERSUM;Noord-Holland;461;0;461
20187;03FO;03FO02;PC Voortgezet Ond Groep;HILVERSUM;0402;HILVERSUM;Noord-Holland;241;0;241
20187;03FO;03FO04;PC Voortgezet Onderwijs Groep;HILVERSUM;0402;HILVERSUM;Noord-Holland;171;0;171
20281;02DZ;02DZ00;Sint Stanislascollege;DELFT;0503;DELFT;Zuid-Holland;1746;4;1750
20281;02DZ;02DZ02;Sint Stanislascollege;DELFT;0503;DELFT;Zuid-Holland;502;0;502
20281;02DZ;02DZ04;Sint Stanislascollege;DELFT;0503;DELFT;Zuid-Holland;743;7;750
20281;02GJ;02GJ00;Chr Coll De Populier;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;912;8;920
20281;02GJ;02GJ01;Chr Coll De Populier;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;385;1;386
20281;04NF;04NF00;Hofstede College;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;255;0;255
20281;14TA;14TA00;Lyceum Zandvliet;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;890;4;894
20281;17HR;17HR00;Interconf Hofstadcollege;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;509;2;511
20281;17HR;17HR02;Interconf Hofstadcollege;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;981;3;984
20281;17HR;17HR05;locatie Heldring College;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;470;0;470
20281;21GU;21GU00;Esloo Onderwijsgroep;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;994;6;1000
20281;21GU;21GU04;Scholengroep Esloo;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;225;0;225
20281;21GU;21GU06;Scholengroep Esloo;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;465;0;465
20281;21GU;21GU07;Scholengroep Esloo;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1179;3;1182
20281;21GU;21GU08;Scholengroep Esloo;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;293;0;293
20281;21GU;21GU09;Scholengroep Esloo;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;166;0;166
20281;21GU;21GU11;Esloo Onderwijsgroep;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;137;0;137
20281;21HC;21HC00;ISW;NAALDWIJK;1783;WESTLAND;Zuid-Holland;1808;8;1816
20281;21HC;21HC01;ISW;NAALDWIJK;1783;WESTLAND;Zuid-Holland;413;0;413
20281;21HC;21HC03;ISW;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;953;1;954
20281;21HC;21HC04;ISW;POELDIJK;1783;WESTLAND;Zuid-Holland;369;4;373
20281;21HC;21HC08;ISW;NAALDWIJK;1783;WESTLAND;Zuid-Holland;276;0;276
20281;21HC;21HC12;ISW;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;580;1;581
20281;31HN;31HN00;St. Stanislascollege;PIJNACKER;1926;PIJNACKER-NOOTDORP;Zuid-Holland;1309;10;1319
20281;31HN;31HN01;Sint Stanislascollege;RIJSWIJK ZH;0603;RIJSWIJK;Zuid-Holland;539;1;540
20281;31HN;31HN02;Sint Stanislascollege;RIJSWIJK ZH;0603;RIJSWIJK;Zuid-Holland;223;0;223
21464;16PN;16PN00;Joodse SGM Maimonides;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;138;1;139
23155;00JR;00JR00;SGM Spieringshoek;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;1388;11;1399
26093;00KV;00KV00;KSE 00KV;ETTEN-LEUR;0777;ETTEN-LEUR;Noord-Brabant;2516;2;2518
26157;16PS;16PS00;Montessori SGM Amsterdam;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1639;11;1650
26157;16PS;16PS04;Locatie, IVKO;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;471;0;471
26157;16PS;16PS07;Montessori SGM Amsterdam;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;743;13;756
26157;16PS;16PS08;Montessori Lyceum Oostpoort;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;790;0;790
26157;16PS;16PS16;Loc, Metis Montessori Lyceum;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;171;0;171
26157;16PS;16PS17;Loc, Montessori Lyceum A'dam;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;323;0;323
26898;02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1099;0;1099
28212;16NK;16NK00;Vrije school Zutphen-Groningen;ZUTPHEN;0301;ZUTPHEN;Gelderland;1162;22;1184
28212;16NK;16NK01;Vrije school Zutphen-Groningen;GRONINGEN;0014;GRONINGEN;Groningen;903;10;913
29187;03KN;03KN00;RK SGM Pius X;BLADEL;1728;BLADEL;Noord-Brabant;2328;5;2333
29278;00MK;00MK00;Kath SGM De Breul;ZEIST;0355;ZEIST;Utrecht;1670;1;1671
29850;03KZ;03KZ00;PrO Hardenberg;HARDENBERG;0160;HARDENBERG;Overijssel;141;0;141
30101;04GU;04GU00;Elde College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;1414;7;1421
30101;04GU;04GU03;Elde College Schijndel;SINT-MICHIELSGESTEL;0845;SINT-MICHIELSGESTEL;Noord-Brabant;339;0;339
30101;04GU;04GU06;Elde College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;109;0;109
30101;04GU;04GU08;Ede College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;302;0;302
30582;02CI;02CI00;Insula College;DORDRECHT;0505;DORDRECHT;Zuid-Holland;1121;14;1135
30582;02CI;02CI01;Insula College;DORDRECHT;0505;DORDRECHT;Zuid-Holland;393;0;393
30582;02CI;02CI02;Insula College;DORDRECHT;0505;DORDRECHT;Zuid-Holland;785;12;797
30742;26JY;26JY00;De Pijler;DEN HELDER;0400;DEN HELDER;Noord-Holland;177;0;177
30783;16QA;16QA00;Chr SGM De Lage Waard;PAPENDRECHT;0590;PAPENDRECHT;Zuid-Holland;1114;9;1123
30783;16QA;16QA01;Chr SGM De Lage Waard;PAPENDRECHT;0590;PAPENDRECHT;Zuid-Holland;742;3;745
30827;23DB;23DB00;MET;WAALWIJK;0867;WAALWIJK;Noord-Brabant;223;0;223
30882;18PR;18PR00;De Steiger school voor PRO;LELYSTAD;0995;LELYSTAD;Flevoland;222;0;222
31028;14RR;14RR00;DevelsteinCollege;ZWIJNDRECHT;0642;ZWIJNDRECHT;Zuid-Holland;1469;7;1476
31028;14RR;14RR01;DevelsteinCollege loc. Loket;ZWIJNDRECHT;0642;ZWIJNDRECHT;Zuid-Holland;309;0;309
31082;02RA;02RA00;KSGM Veluws College;APELDOORN;0200;APELDOORN;Gelderland;1499;18;1517
31082;02RA;02RA01;KSGM Veluws College;APELDOORN;0200;APELDOORN;Gelderland;620;0;620
31082;02RA;02RA02;KSGM Veluws College;APELDOORN;0200;APELDOORN;Gelderland;759;2;761
31082;02RA;02RA03;KSGM Veluws College;TWELLO;0285;VOORST;Gelderland;465;0;465
31082;02RA;02RA05;RK SGM Veluws College;APELDOORN;0200;APELDOORN;Gelderland;151;0;151
31087;09VG;09VG00;Reeshof College;TILBURG;0855;TILBURG;Noord-Brabant;397;0;397
31087;20GD;20GD00;Campus 013;TILBURG;0855;TILBURG;Noord-Brabant;690;24;714
31087;20GD;20GD01;Schakelcollege Tilburg;TILBURG;0855;TILBURG;Noord-Brabant;341;0;341
31107;02HI;02HI00;Steenspil VMBO;HALSTEREN;0748;BERGEN OP ZOOM;Noord-Brabant;371;6;377
31107;02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;153;0;153
31107;02HI;02HI08;ISK Bergen op Zoom;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;127;0;127
31107;03AM;03AM00;Stedelijk Gymnasium;BREDA;0758;BREDA;Noord-Brabant;1026;10;1036
31107;15NY;15NY00;Praktijkschool Breda;BREDA;0758;BREDA;Noord-Brabant;324;0;324
31107;19XV;19XV00;Prisma VO;BREDA;0758;BREDA;Noord-Brabant;643;1;644
31107;19XV;19XV01;Graaf Engelbrecht ath havomavo;BREDA;0758;BREDA;Noord-Brabant;775;8;783
31107;19XV;19XV02;loc, De Rotonde vmbo;BREDA;0758;BREDA;Noord-Brabant;393;0;393
31107;21CY;21CY03;Prinsentuin Oudenbosch vmbo;OUDENBOSCH;1655;HALDERBERGE;Noord-Brabant;407;0;407
31107;21CY;21CY05;loc, Prinsentuin Andel vmbo;ANDEL;1959;ALTENA;Noord-Brabant;627;0;627
31107;25LX;25LX33;locatie, Scala vmbo;TETERINGEN;0758;BREDA;Noord-Brabant;791;1;792
31107;25LX;25LX41;locatie, Effent mavo;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;727;2;729
31107;25LX;25LX48;ISK Breda;BREDA;0758;BREDA;Noord-Brabant;225;0;225
31108;01NJ;01NJ01;Terra, Winsum VO;WINSUM GN;1966;HET HOGELAND;Groningen;627;0;627
31108;01NJ;01NJ02;Terra, Oldekerk VO;OLDEKERK;1969;WESTERKWARTIER;Groningen;291;0;291
31108;01NJ;01NJ08;Terra, Assen VO;ASSEN;0106;ASSEN;Drenthe;782;0;782
31108;01NJ;01NJ09;Terra, Eelde VO;EELDE;1730;TYNAARLO;Drenthe;531;0;531
31108;01NJ;01NJ10;Terra, Emmen VO;EMMEN;0114;EMMEN;Drenthe;544;0;544
31108;01NJ;01NJ11;Terra, Meppel VO;MEPPEL;0119;MEPPEL;Drenthe;362;0;362
31108;01NJ;01NJ12;Terra, Wolvega VO;WOLVEGA;0098;WESTSTELLINGWERF;Friesland;190;0;190
31108;01NJ;01NJ15;AOC Terra;MEPPEL;0119;MEPPEL;Drenthe;332;0;332
31108;01NJ;01NJ16;Terra;WINSUM GN;1966;HET HOGELAND;Groningen;145;0;145
31126;12VI;12VI01;Nordwin College;BUITENPOST;0059;ACHTKARSPELEN;Friesland;366;0;366
31126;12VI;12VI02;Nordwin College;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;377;0;377
31126;12VI;12VI08;Nordwin College;HEERENVEEN;0074;HEERENVEEN;Friesland;410;0;410
31126;12VI;12VI13;Nordwin College;LEEUWARDEN;0080;LEEUWARDEN;Friesland;499;0;499
31127;05EA;05EA00;STC;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;11;0;11
31127;05EA;05EA14;STC;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;372;0;372
31127;05EA;05EA16;STC;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;323;0;323
31137;14YD;14YD03;Lentiz;NAALDWIJK;1783;WESTLAND;Zuid-Holland;833;0;833
31137;14YD;14YD06;Lentiz;MAASLAND;1842;MIDDEN-DELFLAND;Zuid-Holland;564;0;564
31137;14YD;14YD09;Lentiz;NAALDWIJK;1783;WESTLAND;Zuid-Holland;800;1;801
31137;17WQ;17WQ00;Lentiz;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;911;7;918
31137;17WQ;17WQ05;Lentiz;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;923;0;923
31137;17WQ;17WQ06;Lentiz;MAASSLUIS;0556;MAASSLUIS;Zuid-Holland;906;9;915
31137;17WQ;17WQ08;Lentiz;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;664;0;664
31142;26CC;26CC05;locatie, VMBO Kesteren;KESTEREN;1740;NEDER-BETUWE;Gelderland;301;0;301
31142;26CC;26CC06;locatie, VMBO Nijmegen;NIJMEGEN;0268;NIJMEGEN;Gelderland;506;0;506
31142;26CC;26CC08;locatie VMBO Den Bosch;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;598;0;598
31142;26CC;26CC13;locatieVMBO/MBO Eindhoven;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;505;0;505
31157;23VL;23VL00;SGM Pieter Zandt;KAMPEN;0166;KAMPEN;Overijssel;1627;16;1643
31157;23VL;23VL01;SGM Pieter Zandt;STAPHORST;0180;STAPHORST;Overijssel;391;0;391
31157;23VL;23VL02;SGM Pieter Zandt;URK;0184;URK;Flevoland;509;0;509
31157;23VL;23VL03;SGM Pieter Zandt;IJSSELMUIDEN;0166;KAMPEN;Overijssel;262;0;262
31226;02TC;02TC00;Christiaan Huygens Coll;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1030;5;1035
31226;02TC;02TC03;locatie Olympia;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;383;0;383
31226;02TC;02TC04;loc. Frits Philips lyceum-mavo;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1628;5;1633
31231;00ZV;00ZV00;Lauwers College;BUITENPOST;0059;ACHTKARSPELEN;Friesland;966;8;974
31231;00ZV;00ZV02;Lauwers College;KOLLUM;1970;NOARDEAST-FRYSLAN;Friesland;213;0;213
31231;00ZV;00ZV05;Lauwers College;GRIJPSKERK;1969;WESTERKWARTIER;Groningen;273;0;273
31240;02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;0014;GRONINGEN;Groningen;748;5;753
33372;16QH;16QH00;De Nassau;BREDA;0758;BREDA;Noord-Brabant;468;1;469
33372;16QH;16QH01;De Nassau;BREDA;0758;BREDA;Noord-Brabant;1266;9;1275
33944;02DQ;02DQ00;Chr Gymnasium Sorghvliet;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;793;1;794
35647;00PF;00PF00;Carmelcollege Emmen;EMMEN;0114;EMMEN;Drenthe;1813;2;1815
35647;01FY;01FY00;Augustinianum SGM;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1195;9;1204
35647;01UH;01UH00;Maartenscollege;HAREN GN;0014;GRONINGEN;Groningen;1146;19;1165
35647;01VJ;01VJ00;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;1036;6;1042
35647;01VJ;01VJ01;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;835;0;835
35647;01VJ;01VJ03;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;1086;0;1086
35647;01VJ;01VJ04;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;1502;8;1510
35647;01VJ;01VJ05;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;392;0;392
35647;01VJ;01VJ06;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;193;0;193
35647;01VJ;01VJ12;Etty Hillesum Lyceum;DEVENTER;0150;DEVENTER;Overijssel;85;0;85
35647;02EK;02EK00;Pius X College;ALMELO;0141;ALMELO;Overijssel;609;1;610
35647;02EK;02EK01;Pius X College;ALMELO;0141;ALMELO;Overijssel;430;0;430
35647;02EK;02EK02;Pius X College;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;430;0;430
35647;02LG;02LG00;Carmelcollege Gouda;GOUDA;0513;GOUDA;Zuid-Holland;273;0;273
35647;02LG;02LG06;Loc. Antoniuscollege Gouda;GOUDA;0513;GOUDA;Zuid-Holland;868;4;872
35647;02LG;02LG08;Loc. ISK Gouda;GOUDA;0513;GOUDA;Zuid-Holland;159;0;159
35647;02QN;02QN00;RK SGM Marianum;GROENLO;1586;OOST GELRE;Gelderland;1028;6;1034
35647;02QN;02QN02;RK SGM Marianum;LICHTENVOORDE;1586;OOST GELRE;Gelderland;703;0;703
35647;04OY;04OY00;Carmel College Salland;RAALTE;0177;RAALTE;Overijssel;1071;1;1072
35647;04OY;04OY02;Carmel College Salland;RAALTE;0177;RAALTE;Overijssel;1472;3;1475
35647;04OY;04OY06;Carmel College Salland;RAALTE;0177;RAALTE;Overijssel;107;0;107
